Date,Product,City,Quantity,Price per Unit ($),Total Price ($),Payment Method,Discount ($),Final Price ($)
2023-03-08,Mouse,Los Angeles,13,528.32,6868.16,Bank Transfer,7.67,6860.49
2023-03-16,Keyboard,Phoenix,14,1974.96,27649.44,Bank Transfer,6665.32,20984.12
2023-04-13,Tablet,Los Angeles,8,298.86,2390.88,Debit Card,185.44,2205.44
2023-09-11,Mouse,Phoenix,5,1111.55,5557.75,Debit Card,1552.42,4005.33
2023-05-02,Headphones,New York,16,1941.85,31069.6,Bank Transfer,4538.34,26531.26
2023-06-12,Smartphone,Los Angeles,17,1939.62,32973.54,Online Payment,7070.47,25903.07
2023-01-14,Monitor,New York,7,220.33,1542.31,Online Payment,378.84,1163.47
2023-09-13,Laptop,Chicago,13,627.2,8153.6,Debit Card,1246.2,6907.4
2023-02-17,Keyboard,New York,8,220.52,1764.16,Debit Card,169.01,1595.15
2023-11-09,Mouse,Chicago,6,1469.87,8819.22,Debit Card,1023.39,7795.83
2023-04-17,Mouse,Houston,3,1330.87,3992.61,Bank Transfer,449.18,3543.43
2023-10-18,Mouse,Phoenix,18,499.27,8986.86,Debit Card,2354.74,6632.12
2023-09-01,Keyboard,New York,9,132.31,1190.79,Bank Transfer,11.39,1179.4
2023-08-22,Smartphone,Phoenix,11,1533.58,16869.38,Online Payment,4047.35,12822.03
2023-07-18,Mouse,Phoenix,18,1890.89,34036.02,Bank Transfer,3229.25,30806.77
2023-04-07,Laptop,Chicago,9,1199.95,10799.55,Bank Transfer,1785.49,9014.06
2023-06-17,Headphones,Phoenix,15,1799.69,26995.35,Debit Card,3932.43,23062.92
2023-11-23,Laptop,Chicago,13,739.1,9608.3,Debit Card,979.89,8628.41
2023-12-04,Smartphone,Chicago,6,277.35,1664.1,Credit Card,230.67,1433.43
2023-05-25,Mouse,Los Angeles,4,1064.48,4257.92,Credit Card,1002.29,3255.63
2023-02-27,Tablet,Los Angeles,8,1506.18,12049.44,Credit Card,220.02,11829.42
2023-08-26,Headphones,Los Angeles,5,1272.59,6362.95,Debit Card,477.93,5885.02
2023-12-26,Mouse,Los Angeles,17,271.31,4612.27,Online Payment,1023.35,3588.92
2023-04-23,Mouse,Los Angeles,18,828.31,14909.58,Debit Card,1066.95,13842.63
2023-05-30,Smartphone,Chicago,16,845.05,13520.8,Online Payment,1122.53,12398.27
2023-12-27,Smartphone,Houston,1,823.09,823.09,Credit Card,139.06,684.03
2023-05-19,Laptop,New York,6,1234.47,7406.82,Cash,161.28,7245.54
2023-06-18,Mouse,Houston,9,599.87,5398.83,Credit Card,517.9,4880.93
2023-12-28,Headphones,Los Angeles,12,1113.01,13356.12,Online Payment,1755.04,11601.08
2023-08-13,Smartphone,Los Angeles,11,1051.69,11568.59,Cash,1919.97,9648.62
2023-07-27,Mouse,Phoenix,4,442.67,1770.68,Online Payment,157.18,1613.5
2023-04-14,Smartphone,Los Angeles,11,866.19,9528.09,Credit Card,388.45,9139.64
2023-08-18,Tablet,Los Angeles,11,1555.02,17105.22,Bank Transfer,4239.78,12865.44
2023-11-27,Headphones,Chicago,1,1741.75,1741.75,Debit Card,319.91,1421.84
2023-12-01,Monitor,New York,7,1748.06,12236.42,Credit Card,1315.59,10920.83
2023-12-07,Monitor,Los Angeles,17,1881.37,31983.29,Bank Transfer,3325.8,28657.49
2023-12-11,Headphones,Los Angeles,7,297.53,2082.71,Credit Card,567.09,1515.62
2023-12-02,Mouse,Phoenix,15,1266.3,18994.5,Credit Card,1911.56,17082.94
2023-03-07,Tablet,New York,7,1393.95,9757.65,Bank Transfer,1108.47,8649.18
2023-10-31,Monitor,Chicago,7,630.81,4415.67,Online Payment,700.49,3715.18
2023-03-15,Monitor,Phoenix,1,1894.64,1894.64,Online Payment,196.02,1698.62
2023-12-15,Monitor,Houston,2,745.67,1491.34,Cash,279.69,1211.65
2023-01-12,Laptop,New York,9,424.78,3823.02,Online Payment,604.12,3218.9
2023-01-11,Headphones,Los Angeles,17,1559.43,26510.31,Bank Transfer,6653.17,19857.14
2023-11-23,Smartphone,Chicago,15,787.04,11805.6,Credit Card,3080.92,8724.68
2023-12-04,Mouse,Houston,12,1490.92,17891.04,Online Payment,4573.85,13317.19
2023-05-15,Tablet,Los Angeles,3,1017.74,3053.22,Online Payment,312.34,2740.88
2023-11-11,Smartphone,Los Angeles,14,146.06,2044.84,Online Payment,588.12,1456.72
2023-12-21,Monitor,Los Angeles,20,356.03,7120.6,Credit Card,269.04,6851.56
2023-10-30,Monitor,Houston,9,319.41,2874.69,Debit Card,323.79,2550.9
2023-04-03,Headphones,Phoenix,14,1005.78,14080.92,Cash,1778.01,12302.91
2023-07-22,Mouse,Houston,18,883.84,15909.12,Debit Card,1475.18,14433.94
2023-03-17,Laptop,Phoenix,19,703.14,13359.66,Bank Transfer,302.19,13057.47
2023-02-12,Mouse,Houston,1,1644.76,1644.76,Bank Transfer,7.07,1637.69
2023-01-08,Keyboard,New York,13,313.35,4073.55,Cash,523.91,3549.64
2023-10-28,Keyboard,Los Angeles,15,1415.94,21239.1,Credit Card,5082.32,16156.78
2023-10-12,Monitor,Phoenix,3,1278.25,3834.75,Bank Transfer,983.36,2851.39
2023-02-16,Laptop,New York,5,479.63,2398.15,Credit Card,58.13,2340.02
2023-01-15,Keyboard,Phoenix,16,154.42,2470.72,Online Payment,360.7,2110.02
2023-10-22,Tablet,New York,7,450.34,3152.38,Bank Transfer,112.5,3039.88
2023-09-16,Smartphone,New York,16,1088.55,17416.8,Cash,1131.98,16284.82
2023-06-14,Mouse,Houston,11,324.87,3573.57,Cash,742.84,2830.73
2023-12-30,Mouse,Chicago,2,1000.01,2000.02,Online Payment,158.42,1841.6
2023-02-17,Tablet,Phoenix,20,1403.88,28077.6,Bank Transfer,2662.66,25414.94
2023-09-20,Smartphone,Phoenix,1,829.36,829.36,Debit Card,195.25,634.11
2023-11-27,Tablet,Phoenix,6,986.27,5917.62,Debit Card,1230.43,4687.19
2023-03-15,Laptop,New York,18,1461.21,26301.78,Bank Transfer,3043.33,23258.45
2023-09-14,Monitor,Los Angeles,3,611.22,1833.66,Debit Card,342.04,1491.62
2023-12-07,Mouse,Los Angeles,9,184.03,1656.27,Credit Card,144.57,1511.7
2023-05-14,Mouse,Houston,12,672.39,8068.68,Bank Transfer,214.98,7853.7
2023-01-29,Smartphone,New York,3,1859.4,5578.2,Cash,1329.8,4248.4
2023-03-18,Monitor,Chicago,9,688.82,6199.38,Bank Transfer,306.75,5892.63
2023-01-27,Monitor,Houston,16,1736.04,27776.64,Bank Transfer,5712.92,22063.72
2023-07-24,Headphones,Houston,9,383.8,3454.2,Debit Card,258.73,3195.47
2023-10-16,Mouse,New York,19,884.49,16805.31,Cash,602.62,16202.69
2023-07-28,Headphones,Phoenix,14,726.19,10166.66,Credit Card,555.82,9610.84
2023-04-19,Monitor,Los Angeles,2,377.34,754.68,Cash,211.62,543.06
2023-07-28,Headphones,New York,12,993.7,11924.4,Credit Card,2643.83,9280.57
2023-09-05,Mouse,Chicago,3,1930.32,5790.96,Bank Transfer,1588.72,4202.24
2023-04-28,Laptop,Los Angeles,16,952.09,15233.44,Online Payment,550.5,14682.94
2023-06-01,Monitor,Houston,19,677.18,12866.42,Online Payment,613.44,12252.98
2023-06-22,Headphones,New York,19,169.21,3214.99,Credit Card,573.81,2641.18
2023-06-23,Headphones,Houston,5,299.61,1498.05,Debit Card,281.53,1216.52
2023-07-09,Smartphone,Los Angeles,3,457.62,1372.86,Debit Card,50.69,1322.17
2023-12-04,Mouse,Los Angeles,18,454.96,8189.28,Bank Transfer,551.28,7638.0
2023-04-05,Tablet,Phoenix,1,98.62,98.62,Debit Card,19.0,79.62
2023-02-04,Tablet,Chicago,18,33.73,607.14,Debit Card,172.51,434.63
2023-11-30,Laptop,Chicago,7,971.65,6801.55,Bank Transfer,1722.18,5079.37
2023-07-19,Monitor,New York,15,657.12,9856.8,Online Payment,2911.69,6945.11
2023-03-20,Monitor,Houston,20,1087.37,21747.4,Online Payment,2000.6,19746.8
2023-06-14,Tablet,Phoenix,2,266.3,532.6,Debit Card,155.28,377.32
2023-08-20,Keyboard,New York,16,751.64,12026.24,Bank Transfer,3483.64,8542.6
2023-11-10,Mouse,Phoenix,12,198.92,2387.04,Bank Transfer,627.19,1759.85
2023-06-20,Smartphone,Houston,5,1602.79,8013.95,Credit Card,740.34,7273.61
2023-10-14,Monitor,New York,5,674.65,3373.25,Bank Transfer,195.22,3178.03
2023-09-23,Laptop,New York,2,936.85,1873.7,Bank Transfer,0.94,1872.76
2023-08-04,Headphones,Houston,15,1735.04,26025.6,Credit Card,5403.34,20622.26
2023-04-12,Laptop,Los Angeles,15,402.69,6040.35,Debit Card,824.74,5215.61
2023-05-22,Headphones,Houston,20,1085.76,21715.2,Online Payment,6506.41,15208.79
2023-10-28,Tablet,Phoenix,14,1783.3,24966.2,Credit Card,1872.85,23093.35
2023-09-03,Keyboard,Houston,3,655.32,1965.96,Credit Card,152.91,1813.05
2023-01-23,Laptop,Phoenix,5,571.45,2857.25,Credit Card,691.36,2165.89
2023-01-06,Keyboard,Phoenix,4,794.01,3176.04,Debit Card,202.47,2973.57
2023-03-11,Monitor,Chicago,15,1334.5,20017.5,Debit Card,266.13,19751.37
2023-10-01,Keyboard,Los Angeles,6,1827.47,10964.82,Bank Transfer,2446.55,8518.27
2023-08-22,Headphones,Los Angeles,12,1973.44,23681.28,Credit Card,6173.77,17507.51
2023-03-04,Monitor,Phoenix,6,835.06,5010.36,Bank Transfer,539.58,4470.78
2023-05-29,Tablet,Chicago,4,1715.3,6861.2,Bank Transfer,1091.09,5770.11
2023-01-09,Tablet,Phoenix,16,1207.65,19322.4,Debit Card,1955.0,17367.4
2023-01-17,Tablet,Chicago,12,1721.86,20662.32,Cash,5951.25,14711.07
2023-03-01,Monitor,Phoenix,17,1403.95,23867.15,Cash,4912.05,18955.1
2023-05-17,Keyboard,New York,8,432.74,3461.92,Bank Transfer,474.68,2987.24
2023-12-30,Tablet,New York,4,867.91,3471.64,Online Payment,773.74,2697.9
2023-08-04,Headphones,Chicago,1,1509.31,1509.31,Bank Transfer,410.62,1098.69
2023-06-20,Tablet,Los Angeles,1,1907.59,1907.59,Bank Transfer,563.36,1344.23
2023-08-30,Mouse,New York,13,425.87,5536.31,Bank Transfer,1464.37,4071.94
2023-08-30,Mouse,Houston,1,70.89,70.89,Online Payment,16.72,54.17
2023-07-20,Mouse,New York,10,1366.81,13668.1,Bank Transfer,1869.4,11798.7
2023-04-23,Laptop,Houston,12,1492.17,17906.04,Credit Card,1136.07,16769.97
2023-08-29,Mouse,Chicago,2,627.92,1255.84,Bank Transfer,290.9,964.94
2023-02-22,Laptop,Chicago,8,1509.41,12075.28,Bank Transfer,268.69,11806.59
2024-01-01,Tablet,Houston,3,1800.2,5400.6,Debit Card,558.29,4842.31
2023-12-09,Laptop,Chicago,12,850.72,10208.64,Online Payment,1638.18,8570.46
2023-05-22,Smartphone,Phoenix,13,703.19,9141.47,Online Payment,1345.45,7796.02
2023-05-01,Mouse,Phoenix,6,1874.48,11246.88,Online Payment,1940.22,9306.66
2023-10-01,Tablet,New York,3,225.44,676.32,Credit Card,62.79,613.53
2023-05-10,Headphones,Chicago,17,1439.98,24479.66,Credit Card,5255.06,19224.6
2023-06-01,Mouse,Chicago,19,958.76,18216.44,Cash,1495.86,16720.58
2023-11-25,Monitor,Phoenix,1,1938.3,1938.3,Bank Transfer,476.11,1462.19
2023-12-17,Laptop,New York,10,383.12,3831.2,Online Payment,791.19,3040.01
2023-01-23,Smartphone,Houston,17,967.33,16444.61,Debit Card,3134.17,13310.44
2023-11-06,Tablet,Chicago,20,554.9,11098.0,Debit Card,2334.73,8763.27
2023-06-15,Mouse,Chicago,19,1997.91,37960.29,Cash,8115.85,29844.44
2023-10-27,Tablet,Chicago,17,1085.01,18445.17,Bank Transfer,910.47,17534.7
2023-10-05,Mouse,Chicago,18,559.15,10064.7,Online Payment,1350.37,8714.33
2023-11-29,Keyboard,Chicago,11,1993.91,21933.01,Debit Card,6451.65,15481.36
2023-12-16,Tablet,Chicago,9,1342.62,12083.58,Cash,3311.51,8772.07
2023-09-20,Headphones,New York,17,84.87,1442.79,Bank Transfer,406.55,1036.24
2023-11-07,Keyboard,Los Angeles,5,431.08,2155.4,Cash,125.42,2029.98
2023-06-08,Monitor,Los Angeles,14,1152.75,16138.5,Bank Transfer,2248.66,13889.84
2023-08-25,Smartphone,Phoenix,15,44.26,663.9,Debit Card,129.94,533.96
2023-03-07,Laptop,Chicago,15,391.54,5873.1,Credit Card,1061.05,4812.05
2023-06-06,Smartphone,Chicago,5,105.16,525.8,Credit Card,2.18,523.62
2023-08-10,Headphones,Chicago,6,642.87,3857.22,Debit Card,717.3,3139.92
2023-09-10,Headphones,Chicago,9,1894.28,17048.52,Bank Transfer,4023.19,13025.33
2023-11-20,Smartphone,Chicago,14,1946.68,27253.52,Cash,1011.04,26242.48
2023-09-27,Headphones,Los Angeles,8,1967.01,15736.08,Cash,322.83,15413.25
2023-09-05,Smartphone,New York,5,20.99,104.95,Cash,17.9,87.05
2023-08-06,Keyboard,Phoenix,17,1585.76,26957.92,Bank Transfer,3916.88,23041.04
2023-01-28,Laptop,Houston,8,247.71,1981.68,Bank Transfer,524.48,1457.2
2023-12-11,Tablet,New York,19,1312.72,24941.68,Bank Transfer,4579.05,20362.63
2023-03-28,Tablet,New York,12,577.83,6933.96,Cash,631.4,6302.56
2023-07-04,Headphones,Chicago,13,1147.35,14915.55,Bank Transfer,2936.96,11978.59
2023-05-29,Smartphone,Chicago,11,1098.9,12087.9,Credit Card,2612.09,9475.81
2023-12-21,Monitor,Houston,18,242.39,4363.02,Credit Card,431.18,3931.84
2023-05-02,Laptop,Phoenix,7,140.95,986.65,Cash,255.1,731.55
2023-06-14,Mouse,Houston,13,130.08,1691.04,Credit Card,437.75,1253.29
2023-09-20,Mouse,Phoenix,20,1305.24,26104.8,Bank Transfer,4905.59,21199.21
2023-05-25,Laptop,Phoenix,7,323.18,2262.26,Debit Card,454.04,1808.22
2023-05-18,Keyboard,Phoenix,10,437.42,4374.2,Credit Card,953.6,3420.6
2023-07-26,Keyboard,Houston,8,340.35,2722.8,Online Payment,477.34,2245.46
2023-03-26,Headphones,Chicago,7,1438.74,10071.18,Debit Card,1710.94,8360.24
2023-04-13,Laptop,Phoenix,2,1294.68,2589.36,Cash,101.31,2488.05
2023-02-07,Headphones,Los Angeles,10,541.16,5411.6,Debit Card,20.75,5390.85
2023-05-12,Monitor,Houston,14,1764.63,24704.82,Debit Card,1894.4,22810.42
2023-06-14,Mouse,Phoenix,12,485.84,5830.08,Online Payment,246.55,5583.53
2023-10-15,Smartphone,Los Angeles,3,922.85,2768.55,Debit Card,122.11,2646.44
2023-10-23,Headphones,Chicago,1,1683.17,1683.17,Debit Card,154.96,1528.21
2023-09-13,Tablet,New York,5,1398.58,6992.9,Debit Card,303.12,6689.78
2023-04-07,Mouse,Chicago,5,1676.53,8382.65,Cash,816.66,7565.99
2023-10-29,Keyboard,Phoenix,2,1566.19,3132.38,Cash,479.39,2652.99
2023-07-04,Smartphone,Los Angeles,9,1172.74,10554.66,Online Payment,1397.71,9156.95
2023-05-17,Smartphone,Chicago,6,659.56,3957.36,Credit Card,1000.7,2956.66
2023-06-13,Monitor,New York,5,434.76,2173.8,Cash,507.62,1666.18
2023-04-12,Headphones,Houston,4,1307.7,5230.8,Online Payment,1177.13,4053.67
2023-05-04,Headphones,Houston,20,528.4,10568.0,Bank Transfer,2427.32,8140.68
2023-02-28,Laptop,Phoenix,17,1461.43,24844.31,Bank Transfer,4537.04,20307.27
2023-11-29,Mouse,Phoenix,2,1159.54,2319.08,Credit Card,562.45,1756.63
2023-12-16,Tablet,Los Angeles,6,739.81,4438.86,Credit Card,1191.82,3247.04
2023-05-31,Laptop,Los Angeles,8,1240.81,9926.48,Online Payment,2340.83,7585.65
2023-01-12,Mouse,Chicago,14,1303.89,18254.46,Debit Card,274.97,17979.49
2023-03-11,Headphones,Los Angeles,9,1649.18,14842.62,Online Payment,1093.9,13748.72
2023-10-13,Laptop,Houston,8,1110.55,8884.4,Debit Card,1292.89,7591.51
2023-05-24,Tablet,Los Angeles,16,1911.66,30586.56,Online Payment,4532.69,26053.87
2023-09-12,Monitor,Chicago,7,1514.57,10601.99,Credit Card,147.47,10454.52
2023-11-26,Keyboard,Houston,5,1767.81,8839.05,Bank Transfer,2060.88,6778.17
2023-10-27,Keyboard,Phoenix,4,936.27,3745.08,Debit Card,407.88,3337.2
2023-03-27,Tablet,Los Angeles,4,1478.92,5915.68,Online Payment,575.73,5339.95
2023-09-20,Mouse,Chicago,20,956.08,19121.6,Bank Transfer,1715.85,17405.75
2023-03-12,Headphones,Houston,14,966.02,13524.28,Cash,2550.06,10974.22
2023-09-28,Headphones,Phoenix,15,511.17,7667.55,Debit Card,727.75,6939.8
2023-05-31,Keyboard,Phoenix,8,1398.34,11186.72,Bank Transfer,2629.72,8557.0
2023-03-30,Tablet,Houston,1,731.49,731.49,Bank Transfer,145.45,586.04
2023-11-20,Mouse,Phoenix,18,1738.12,31286.16,Bank Transfer,1438.52,29847.64
2023-10-26,Mouse,Phoenix,16,279.93,4478.88,Online Payment,35.94,4442.94
2023-04-04,Headphones,Phoenix,12,1007.4,12088.8,Cash,255.32,11833.48
2023-09-28,Keyboard,New York,12,1591.57,19098.84,Online Payment,198.85,18899.99
2023-12-23,Tablet,Phoenix,13,574.46,7467.98,Bank Transfer,1315.68,6152.3
2023-12-08,Laptop,Phoenix,17,1953.94,33216.98,Online Payment,756.98,32460.0
2023-01-13,Headphones,Phoenix,11,370.98,4080.78,Debit Card,646.41,3434.37
2023-02-26,Laptop,Chicago,17,162.13,2756.21,Online Payment,229.57,2526.64
2023-07-21,Keyboard,Phoenix,12,886.86,10642.32,Online Payment,1479.31,9163.01
2023-03-07,Laptop,Chicago,6,1976.69,11860.14,Bank Transfer,858.25,11001.89
2023-12-19,Monitor,Phoenix,2,525.98,1051.96,Bank Transfer,277.76,774.2
2023-03-19,Monitor,Phoenix,1,1083.38,1083.38,Cash,217.57,865.81
2023-03-22,Monitor,Phoenix,13,1649.0,21437.0,Online Payment,1485.08,19951.92
2023-04-21,Keyboard,Houston,16,501.69,8027.04,Cash,1102.21,6924.83
2023-04-14,Tablet,Houston,6,1580.7,9484.2,Credit Card,2597.83,6886.37
2023-08-13,Headphones,Los Angeles,9,1242.61,11183.49,Debit Card,2017.11,9166.38
2023-08-02,Laptop,Houston,6,250.78,1504.68,Credit Card,41.85,1462.83
2023-06-05,Headphones,Houston,3,41.4,124.2,Bank Transfer,25.37,98.83
2023-04-01,Monitor,Los Angeles,9,260.6,2345.4,Bank Transfer,418.72,1926.68
2023-12-06,Headphones,New York,1,315.98,315.98,Credit Card,2.62,313.36
2023-01-28,Mouse,Los Angeles,10,1184.13,11841.3,Credit Card,1869.93,9971.37
2023-01-09,Laptop,New York,13,915.74,11904.62,Online Payment,289.16,11615.46
2023-09-06,Monitor,Houston,13,1106.86,14389.18,Debit Card,1806.09,12583.09
2023-12-22,Smartphone,Houston,8,626.06,5008.48,Online Payment,657.17,4351.31
2023-01-04,Laptop,New York,9,156.87,1411.83,Credit Card,422.69,989.14
2023-01-15,Keyboard,Phoenix,17,466.68,7933.56,Cash,402.21,7531.35
2023-12-15,Laptop,Los Angeles,20,1212.67,24253.4,Debit Card,4837.66,19415.74
2023-05-07,Keyboard,Phoenix,6,1038.68,6232.08,Bank Transfer,158.39,6073.69
2023-02-05,Tablet,Houston,14,1587.36,22223.04,Cash,2050.52,20172.52
2023-05-17,Smartphone,Los Angeles,8,1772.05,14176.4,Online Payment,2076.76,12099.64
2023-07-04,Mouse,New York,18,705.32,12695.76,Cash,194.58,12501.18
2023-06-29,Monitor,Chicago,1,563.64,563.64,Credit Card,123.33,440.31
2023-09-08,Tablet,Los Angeles,4,996.27,3985.08,Debit Card,1028.65,2956.43
2023-07-06,Mouse,Phoenix,3,1899.33,5697.99,Cash,764.44,4933.55
2023-04-22,Monitor,Phoenix,8,1943.79,15550.32,Debit Card,2524.47,13025.85
2023-01-01,Headphones,New York,18,1243.15,22376.7,Cash,5561.55,16815.15
2023-12-06,Laptop,Houston,10,973.57,9735.7,Debit Card,157.61,9578.09
2023-05-16,Laptop,Chicago,16,1812.16,28994.56,Online Payment,5411.23,23583.33
2023-02-09,Laptop,Chicago,10,1956.19,19561.9,Cash,2010.98,17550.92
2023-03-03,Laptop,Chicago,15,922.33,13834.95,Online Payment,2618.04,11216.91
2023-12-20,Tablet,Phoenix,17,1777.47,30216.99,Bank Transfer,1775.35,28441.64
2023-09-30,Headphones,New York,15,1126.85,16902.75,Cash,1190.03,15712.72
2023-11-16,Mouse,Los Angeles,18,1821.57,32788.26,Online Payment,8699.01,24089.25
2023-07-06,Monitor,Phoenix,8,522.17,4177.36,Cash,864.94,3312.42
2023-03-20,Smartphone,New York,10,1033.15,10331.5,Debit Card,652.6,9678.9
2023-07-13,Keyboard,Chicago,12,743.31,8919.72,Debit Card,1633.02,7286.7
2023-09-19,Tablet,Chicago,12,186.55,2238.6,Debit Card,468.03,1770.57
2023-04-27,Tablet,Chicago,5,1379.9,6899.5,Online Payment,229.54,6669.96
2023-08-25,Laptop,Houston,9,1398.06,12582.54,Online Payment,3516.99,9065.55
2023-12-24,Smartphone,Houston,18,198.17,3567.06,Credit Card,486.12,3080.94
2023-10-20,Monitor,Phoenix,7,1744.19,12209.33,Bank Transfer,3568.78,8640.55
2023-06-19,Headphones,New York,1,694.91,694.91,Online Payment,34.75,660.16
2023-09-11,Monitor,Chicago,14,83.81,1173.34,Bank Transfer,295.27,878.07
2023-03-08,Laptop,Houston,10,764.37,7643.7,Cash,1189.59,6454.11
2023-06-19,Tablet,Phoenix,4,1650.34,6601.36,Credit Card,1129.1,5472.26
2023-05-20,Tablet,Phoenix,11,1850.54,20355.94,Credit Card,3511.76,16844.18
2023-04-02,Smartphone,Los Angeles,4,1022.64,4090.56,Bank Transfer,1145.71,2944.85
2023-04-20,Headphones,New York,2,1763.14,3526.28,Credit Card,978.65,2547.63
2023-10-19,Smartphone,Houston,1,555.96,555.96,Bank Transfer,134.88,421.08
2023-02-26,Monitor,Chicago,9,1733.22,15598.98,Online Payment,1241.46,14357.52
2023-04-14,Monitor,Chicago,7,1830.88,12816.16,Debit Card,2815.24,10000.92
2023-04-25,Headphones,Los Angeles,8,721.09,5768.72,Credit Card,870.6,4898.12
2023-12-05,Monitor,Phoenix,16,1941.93,31070.88,Bank Transfer,270.59,30800.29
2023-03-19,Tablet,Chicago,20,436.46,8729.2,Bank Transfer,312.23,8416.97
2023-07-10,Headphones,Phoenix,4,691.56,2766.24,Online Payment,98.61,2667.63
2023-03-06,Laptop,Houston,4,341.63,1366.52,Online Payment,153.23,1213.29
2023-11-02,Laptop,Chicago,16,1451.63,23226.08,Bank Transfer,5081.01,18145.07
2023-07-28,Laptop,Phoenix,11,1828.85,20117.35,Online Payment,2070.42,18046.93
2023-07-05,Headphones,Houston,3,1111.06,3333.18,Credit Card,521.68,2811.5
2023-08-15,Laptop,New York,12,1748.78,20985.36,Debit Card,5845.7,15139.66
2023-01-05,Laptop,Chicago,15,285.19,4277.85,Online Payment,182.29,4095.56
2023-08-02,Monitor,Houston,3,1458.77,4376.31,Debit Card,452.85,3923.46
2023-04-05,Tablet,Phoenix,4,255.54,1022.16,Bank Transfer,5.79,1016.37
2023-02-25,Mouse,Phoenix,12,1724.35,20692.2,Online Payment,5630.66,15061.54
2023-11-22,Smartphone,Chicago,19,1801.53,34229.07,Bank Transfer,1855.2,32373.87
2023-08-14,Keyboard,Houston,19,934.08,17747.52,Cash,3217.59,14529.93
2023-10-04,Monitor,Houston,3,1299.1,3897.3,Credit Card,112.23,3785.07
2023-04-07,Headphones,Phoenix,18,1602.84,28851.12,Bank Transfer,8030.33,20820.79
2023-07-02,Smartphone,Phoenix,9,327.7,2949.3,Online Payment,554.03,2395.27
2023-01-05,Laptop,New York,11,775.67,8532.37,Online Payment,1282.35,7250.02
2023-11-09,Monitor,Phoenix,16,807.05,12912.8,Credit Card,1783.06,11129.74
2023-09-09,Monitor,Los Angeles,1,805.8,805.8,Credit Card,111.22,694.58
2023-03-03,Laptop,New York,4,410.23,1640.92,Online Payment,482.69,1158.23
2023-03-11,Laptop,Houston,14,1988.31,27836.34,Cash,6054.49,21781.85
2023-09-25,Headphones,Los Angeles,15,1033.5,15502.5,Cash,4247.68,11254.82
2023-01-28,Keyboard,Los Angeles,5,1472.97,7364.85,Credit Card,1052.2,6312.65
2023-06-19,Keyboard,Los Angeles,6,1757.48,10544.88,Bank Transfer,264.34,10280.54
2023-05-23,Tablet,Houston,18,43.59,784.62,Online Payment,143.26,641.36
2023-03-04,Smartphone,Phoenix,4,170.31,681.24,Credit Card,49.41,631.83
2023-11-22,Keyboard,Los Angeles,15,856.65,12849.75,Credit Card,3143.0,9706.75
2023-01-30,Monitor,Houston,15,507.33,7609.95,Cash,1359.38,6250.57
2023-09-06,Smartphone,Houston,3,432.87,1298.61,Online Payment,306.8,991.81
2023-08-16,Mouse,Chicago,12,387.35,4648.2,Credit Card,116.36,4531.84
2023-02-20,Tablet,Chicago,12,430.86,5170.32,Bank Transfer,761.27,4409.05
2023-01-22,Monitor,Houston,7,1470.3,10292.1,Credit Card,1006.05,9286.05
2023-03-22,Keyboard,Phoenix,5,1087.21,5436.05,Online Payment,427.48,5008.57
2023-03-07,Keyboard,Chicago,5,25.48,127.4,Cash,14.48,112.92
2023-09-04,Laptop,Chicago,3,1786.0,5358.0,Cash,1422.95,3935.05
2023-03-15,Monitor,Los Angeles,20,309.01,6180.2,Online Payment,1081.24,5098.96
2023-10-09,Keyboard,Phoenix,2,1973.55,3947.1,Debit Card,624.17,3322.93
2023-05-06,Headphones,New York,19,895.88,17021.72,Cash,4631.42,12390.3
2023-01-10,Smartphone,New York,9,1339.99,12059.91,Debit Card,1460.9,10599.01
2023-08-12,Mouse,Houston,10,1413.35,14133.5,Cash,1978.01,12155.49
2023-07-01,Monitor,Phoenix,1,1869.61,1869.61,Cash,421.5,1448.11
2023-01-18,Headphones,Houston,10,1432.38,14323.8,Credit Card,3233.8,11090.0
